PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,Year
Hazaribagh,14,GEN,Jharkhand,Jayant Sinha,Bharatiya Janta Party,1518831,967152,63.70%,159128,16.50%,2014
Hindupur,37,GEN,Andhra Pradesh [2014 Onwards],Kristappa Nimmala,Telugu Desam,1446503,1177257,81.40%,97325,8.30%,2014
Hingoli,15,GEN,Maharashtra,Rajeev Shankarrao Satav,Indian National Congress,1586194,1051164,66.30%,1632,0.20%,2014
Hisar,4,GEN,Haryana,Dushyant Chautala,Indian National Lok Dal,1517606,1155914,76.20%,31847,2.80%,2014
Hooghly,28,GEN,West Bengal,Dr. Ratna De (NAG),All India Trinamool Congress,1630042,1348870,82.80%,189084,14.00%,2014
Hoshangabad,17,GEN,Madhya Pradesh [2000 Onwards],Uday Pratap Singh,Bharatiya Janta Party,1568127,1031175,65.80%,389960,37.80%,2014
Hoshiarpur,5,SC,Punjab,Vijay Sampla,Bharatiya Janta Party,1485286,961297,64.70%,13582,1.40%,2014
Howrah,25,GEN,West Bengal,Prasun Banerjee,All India Trinamool Congress,1505099,1125399,74.80%,196956,17.50%,2014
Hyderabad,9,GEN,Telangana,Asaduddin Owaisi,All India Majlis-E-Ittehadul Muslimoon,1823664,971421,53.30%,202454,20.80%,2014
Idukki,13,GEN,Kerala,Adv.Joice George,Independent,1158735,819766,70.80%,50542,6.20%,2014
Indore,26,GEN,Madhya Pradesh [2000 Onwards],Sumitra Mahajan (TAI),Bharatiya Janta Party,2115303,1316817,62.30%,466901,35.50%,2014
Inner Manipur,1,GEN,Manipur,Dr. Thokchom Meinya,Indian National Congress,855359,640871,74.90%,94674,14.80%,2014
Jabalpur,13,GEN,Madhya Pradesh [2000 Onwards],Rakesh Singh,Bharatiya Janta Party,1711683,1002184,58.60%,208639,20.80%,2014
Jadavpur,22,GEN,West Bengal,Sugata Bose,All India Trinamool Congress,1595746,1272362,79.70%,125203,9.80%,2014
Jagatsinghpur,16,SC,Orissa,Kulamani Samal,Biju Janata Dal,1499673,1131932,75.50%,276394,24.40%,2014
Jahanabad,36,GEN,Bihar [2000 Onwards],Dr. Arun Kumar,Rashtriya Lok Samta Party,1423246,811516,57.00%,42340,5.20%,2014
Jaipur,7,GEN,Rajasthan,Ramcharan Bohara,Bharatiya Janta Party,1957818,1296806,66.20%,539345,41.60%,2014
Jaipur Rural,6,GEN,Rajasthan,Rajyavardhan Singh Rathore,Bharatiya Janta Party,1699462,1013691,59.70%,332896,32.80%,2014
Jajpur,8,SC,Orissa,Rita Tarai,Biju Janata Dal,1303733,980435,75.20%,320271,32.70%,2014
Jalandhar,4,SC,Punjab,Santokh Singh Chaudhary,Indian National Congress,1551497,1040762,67.10%,70981,6.80%,2014
Jalaun,45,SC,Uttar Pradesh [2000 Onwards],Bhanu Pratap Singh Verma,Bharatiya Janta Party,1903332,1109166,58.30%,287202,25.90%,2014
Jalgaon,3,GEN,Maharashtra,A.T. Nana Patil,Bharatiya Janta Party,1707933,990332,58.00%,383525,38.70%,2014
Jalna,18,GEN,Maharashtra,Danve Raosaheb Dadarao,Bharatiya Janta Party,1612054,1066259,66.10%,206798,19.40%,2014
Jalore,18,GEN,Rajasthan,Devji Patel,Bharatiya Janta Party,1824968,1087272,59.60%,381145,35.10%,2014
Jalpaiguri,3,SC,West Bengal,Bijoy Chandra Barman,All India Trinamool Congress,1531469,1302117,85.00%,69606,5.30%,2014
Jammu,6,GEN,Jammu & Kashmir,Jugal Kishore,Bharatiya Janta Party,1848155,1253593,67.80%,257280,20.50%,2014
Jamnagar,12,GEN,Gujarat,Poonamben Hematbhai Maadam,Bharatiya Janta Party,1470952,852643,58.00%,175289,20.60%,2014
Jamshedpur,9,GEN,Jharkhand,Bidyut Baran Mahato,Bharatiya Janta Party,1581665,1049140,66.30%,99876,9.50%,2014
Jamui,40,SC,Bihar [2000 Onwards],Chirag Kumar Paswan,Lok Jan Shakti Party,1550936,775639,50.00%,85947,11.10%,2014
Jangipur,9,GEN,West Bengal,Abhijit Mukherjee,Indian National Congress,1391656,1119084,80.40%,8161,0.70%,2014
Janjgir-Champa,3,SC,Chhattisgarh,Kamla Patle,Bharatiya Janta Party,1737532,1073347,61.80%,174961,16.30%,2014
Jaunpur,73,GEN,Uttar Pradesh [2000 Onwards],Krishna Pratap 'k.P.',Bharatiya Janta Party,1848842,1007143,54.50%,146310,14.50%,2014
Jhalawar-Baran,25,GEN,Rajasthan,Dushyant Singh,Bharatiya Janta Party,1669842,1146364,68.70%,281546,24.60%,2014
Jhanjharpur,7,GEN,Bihar [2000 Onwards],Birendra Kumar Chaudhary,Bharatiya Janta Party,1650753,941249,57.00%,55408,5.90%,2014
Jhansi,46,GEN,Uttar Pradesh [2000 Onwards],Uma Bharati,Bharatiya Janta Party,1932015,1320804,68.40%,190467,14.40%,2014
Jhargram,33,ST,West Bengal,Uma Saren,All India Trinamool Congress,1475112,1257613,85.30%,347883,27.70%,2014
Jhunjhunu,4,GEN,Rajasthan,Santosh Ahlawat,Bharatiya Janta Party,1696788,1006465,59.30%,233835,23.20%,2014
Jodhpur,16,GEN,Rajasthan,Gajendrasingh Shekhawat,Bharatiya Janta Party,1727363,1078598,62.40%,410051,38.00%,2014
Jorhat,12,GEN,Assam,Kamakhya Prasad Tasa,Bharatiya Janta Party,1234448,931336,75.50%,102420,11.00%,2014
Joynagar,19,SC,West Bengal,Pratima Mondal,All India Trinamool Congress,1458724,1186052,81.30%,108384,9.10%,2014
Junagadh,13,GEN,Gujarat,Chudasama Rajeshbhai Naranbhai,Bharatiya Janta Party,1485543,941378,63.40%,135832,14.40%,2014
Kachchh,1,SC,Gujarat,Chavda Vinod Lakhamashi,Bharatiya Janta Party,1533782,946240,61.70%,254482,26.90%,2014
Kadapa,38,GEN,Andhra Pradesh [2014 Onwards],Y.S. Avinash Reddy,Yuvajana Sramika Rythu Congress Party,1550579,1200662,77.40%,190323,15.90%,2014
Kairana,2,GEN,Uttar Pradesh [2000 Onwards],Hukum Singh,Bharatiya Janta Party,1531755,1119324,73.10%,236828,21.20%,2014
Kaiserganj,57,GEN,Uttar Pradesh [2000 Onwards],Brij Bhusan Sharan Singh,Bharatiya Janta Party,1711967,943357,55.10%,78218,8.30%,2014
Kakinada,23,GEN,Andhra Pradesh [2014 Onwards],Thota Narasimham,Telugu Desam,1418290,1099999,77.60%,3431,0.30%,2014
Kalahandi,11,GEN,Orissa,Arka Keshari Deo,Biju Janata Dal,1474135,1117536,75.80%,56347,5.00%,2014
Kaliabor,11,GEN,Assam,Gourav Gogoi,Indian National Congress,1457865,1166490,80.00%,93874,8.00%,2014
Kallakurichi,14,GEN,Tamil Nadu,Kamaraj. K,All India Anna Dravida Munnetra Kazhagam,1412499,1107241,78.40%,223507,20.20%,2014
Kalyan,24,GEN,Maharashtra,Dr.Shrikant Eknath Shinde,Shiv Sena,1922046,824196,42.90%,250749,30.40%,2014
Kancheepuram,6,SC,Tamil Nadu,Maragatham K,All India Anna Dravida Munnetra Kazhagam,1480123,1128399,76.20%,146866,13.00%,2014
Kandhamal,13,GEN,Orissa,Hemendra Chandra Singh,Biju Janata Dal,1143602,839415,73.40%,181017,21.60%,2014
Kangra,1,GEN,Himachal Pradesh,Shanta Kumar,Bharatiya Janta Party,1258601,799445,63.50%,170072,21.30%,2014
Kanker,11,ST,Chhattisgarh,Vikram Dev Usendi,Bharatiya Janta Party,1447774,1016943,70.20%,35158,3.50%,2014
Kannauj,42,GEN,Uttar Pradesh [2000 Onwards],Dimple Yadav,Samajwadi Party,1808889,1114460,61.60%,19907,1.80%,2014
Kanniyakumari,39,GEN,Tamil Nadu,Radhakrishnan P.,Bharatiya Janta Party,1467796,990742,67.50%,128662,13.00%,2014
Kannur,2,GEN,Kerala,P K Sreemathi Teacher,Communist Party Of India (MARXIST),1170266,947117,80.90%,6566,0.70%,2014
Kanpur,43,GEN,Uttar Pradesh [2000 Onwards],Dr.Murli Manohar Joshi,Bharatiya Janta Party,1611248,835079,51.80%,222946,26.70%,2014
Kanthi,31,GEN,West Bengal,Adhikari Sisir Kumar,All India Trinamool Congress,1490409,1290811,86.60%,229490,17.80%,2014
Karakat,35,GEN,Bihar [2000 Onwards],Upendra Kushwaha,Rashtriya Lok Samta Party,1569989,789927,50.30%,105241,13.30%,2014
Karauli-Dholpur,10,SC,Rajasthan,Manoj Rajoria,Bharatiya Janta Party,1549662,845941,54.60%,27216,3.20%,2014
Karimganj,1,SC,Assam,Radheshyam Biswas,All India United Democratic Front,1165997,886920,76.10%,102094,11.50%,2014
Karimnagar,3,GEN,Telangana,Vinod Kumar Boinapally,Telangana Rashtra Samithi,1550834,1125691,72.60%,205077,18.20%,2014
Karnal,5,GEN,Haryana,Ashwini Kumar,Bharatiya Janta Party,1684321,1193500,70.90%,360147,30.20%,2014
Karur,23,GEN,Tamil Nadu,Thambiduraim.,All India Anna Dravida Munnetra Kazhagam,1298322,1046534,80.60%,195247,18.70%,2014
Kasaragod,1,GEN,Kerala,P Karunakaran,Communist Party Of India (MARXIST),1243730,974215,78.30%,6921,0.70%,2014
Katihar,11,GEN,Bihar [2000 Onwards],Tariq Anwar,Nationalist Congress Party,1446478,977830,67.60%,114740,11.70%,2014
Kaushambi,50,SC,Uttar Pradesh [2000 Onwards],Vinod Kumar Sonkar,Bharatiya Janta Party,1738994,910038,52.30%,42847,4.70%,2014
Kendrapara,15,GEN,Orissa,Baijayant Panda,Biju Janata Dal,1555444,1140999,73.40%,209108,18.30%,2014
Keonjhar,4,ST,Orissa,Sakuntala Laguri,Biju Janata Dal,1346683,1083869,80.50%,157317,14.50%,2014
Khadoor Sahib,3,GEN,Punjab,Ranjit Singh Brahmpura,Shiromani Akali Dal,1563256,1040518,66.60%,100569,9.70%,2014
Khagaria,25,GEN,Bihar [2000 Onwards],Choudhary Mahboob Ali Kaiser,Lok Jan Shakti Party,1492068,896231,60.10%,76003,8.50%,2014
Khajuraho,8,GEN,Madhya Pradesh [2000 Onwards],Nagendra Singh,Bharatiya Janta Party,1702794,874477,51.40%,247490,28.30%,2014
Khammam,17,GEN,Telangana,Ponguleti Srinivasa Reddy,Yuvajana Sramika Rythu Congress Party,1440289,1182897,82.10%,11974,1.00%,2014
Khandwa,28,GEN,Madhya Pradesh [2000 Onwards],Nandkumar Singh Chouhan (NANDU BHAIYA),Bharatiya Janta Party,1759410,1257327,71.50%,259714,20.70%,2014
Khargone,27,ST,Madhya Pradesh [2000 Onwards],Subhash Patel,Bharatiya Janta Party,1703271,1152525,67.70%,257879,22.40%,2014
Kheda,17,GEN,Gujarat,Chauhan Devusinh Jesingbhai (CHAUHAN DEVUSINH),Bharatiya Janta Party,1599476,955906,59.80%,232901,24.40%,2014
Kheri,28,GEN,Uttar Pradesh [2000 Onwards],Ajay Kumar,Bharatiya Janta Party,1679466,1077868,64.20%,110274,10.20%,2014
Khunti,11,ST,Jharkhand,Karia Munda,Bharatiya Janta Party,1111852,736955,66.30%,92248,12.50%,2014
Kishanganj,10,GEN,Bihar [2000 Onwards],Mohammad Asrarul Haque,Indian National Congress,1438990,928490,64.50%,194612,21.00%,2014
Kodarma,5,GEN,Jharkhand,Ravindra Kr. Ray,Bharatiya Janta Party,1639629,1024906,62.50%,98654,9.60%,2014
Kokrajhar,5,ST,Assam,Naba Kumar Sarania (HIRA),Independent,1505476,1223869,81.30%,355779,29.10%,2014
Kolar,28,SC,Karnataka,K.H.Muniyappa,Indian National Congress,1492975,1127323,75.50%,47850,4.20%,2014
Kolhapur,47,GEN,Maharashtra,Dhananjay Bhimrao Mahadik,Nationalist Congress Party,1758300,1260289,71.70%,33259,2.60%,2014
Kolkata Dakshin,23,GEN,West Bengal,Subrata Bakshi,All India Trinamool Congress,1685296,1167979,69.30%,136339,11.70%,2014
Kolkata Uttar,24,GEN,West Bengal,Sudip Bandyopadhyay,All India Trinamool Congress,1433985,955778,66.70%,96226,10.10%,2014
Kollam,18,GEN,Kerala,N.K.Premachandran,Revolutionary Socialist Party,1219415,879056,72.10%,37649,4.30%,2014
Koppal,8,GEN,Karnataka,Karadi Sanganna Amarappa,Bharatiya Janta Party,1535105,1006508,65.60%,32414,3.20%,2014
Koraput,21,ST,Orissa,Jhina Hikaka,Biju Janata Dal,1300437,989444,76.10%,19328,2.00%,2014
Korba,4,GEN,Chhattisgarh,Dr. Banshilal Mahto,Bharatiya Janta Party,1419610,1052720,74.20%,4265,0.40%,2014
Kota,24,GEN,Rajasthan,Om Birla,Bharatiya Janta Party,1744539,1154960,66.20%,200782,17.40%,2014
Kottayam,14,GEN,Kerala,Jose K. Mani,Kerala Congress(M),1161463,831636,71.60%,120599,14.50%,2014
Kozhikode,5,GEN,Kerala,M .K Raghavan,Indian National Congress,1182484,943009,79.80%,16883,1.80%,2014
Krishnagiri,9,GEN,Tamil Nadu,Ashok Kumar.K,All India Anna Dravida Munnetra Kazhagam,1379957,1068391,77.40%,206591,19.30%,2014
Krishnanagar,12,GEN,West Bengal,Tapas Paul,All India Trinamool Congress,1476783,1247914,84.50%,71255,5.70%,2014
Kurnool,35,GEN,Andhra Pradesh [2014 Onwards],Butta Renuka,Yuvajana Sramika Rythu Congress Party,1481807,1065732,71.90%,44131,4.10%,2014
Kurukshetra,2,GEN,Haryana,Raj Kumar Saini,Bharatiya Janta Party,1498459,1135892,75.80%,129736,11.40%,2014
Kushi Nagar,65,GEN,Uttar Pradesh [2000 Onwards],Rajesh Pandey Urf Guddu,Bharatiya Janta Party,1680992,950445,56.50%,85540,9.00%,2014
Ladakh,4,GEN,Jammu & Kashmir,Thupstan Chhewang,Bharatiya Janta Party,166763,118029,70.80%,36,0.00%,2014
Lakhimpur,14,GEN,Assam,Sarbananda Sonowal,Bharatiya Janta Party,1430994,1111975,77.70%,292138,26.30%,2014
Lakshadweep,1,ST,Lakshadweep,Mohammed Faizal P.P.,Nationalist Congress Party,49922,43239,86.60%,1535,3.60%,2014
Lalganj,68,SC,Uttar Pradesh [2000 Onwards],Neelam Sonkar,Bharatiya Janta Party,1661483,898655,54.10%,63086,7.00%,2014
Latur,41,SC,Maharashtra,Dr. Sunil Baliram Gaikwad,Bharatiya Janta Party,1682607,1057156,62.80%,253395,24.00%,2014
Lohardaga,12,ST,Jharkhand,Sudarshan Bhagat,Bharatiya Janta Party,1119144,651460,58.20%,6489,1.00%,2014
Lucknow,35,GEN,Uttar Pradesh [2000 Onwards],Raj Nath Singh,Bharatiya Janta Party,1949956,1033783,53.00%,272749,26.40%,2014
Ludhiana,7,GEN,Punjab,Ravneet Singh Bittu,Indian National Congress,1561201,1100457,70.50%,19709,1.80%,2014
Machhlishahr,74,SC,Uttar Pradesh [2000 Onwards],Ram Charitra Nishad,Bharatiya Janta Party,1891969,997902,52.70%,172155,17.30%,2014
Machilipatnam,28,GEN,Andhra Pradesh [2014 Onwards],Konakalla Narayana Rao,Telugu Desam,1369311,1141065,83.30%,81057,7.10%,2014
Madha,43,GEN,Maharashtra,Mohite Patil Vijaysinh Shankarrao,Nationalist Congress Party,1727308,1079619,62.50%,25344,2.30%,2014
Madhepura,13,GEN,Bihar [2000 Onwards],Rajesh Ranjan @ Pappu Yadav,Rashtriya Janata Dal,1725578,1034799,60.00%,56209,5.40%,2014
Madhubani,6,GEN,Bihar [2000 Onwards],Hukm Deo Narayan Yadav,Bharatiya Janta Party,1627969,860453,52.90%,20535,2.40%,2014
Madurai,32,GEN,Tamil Nadu,R.Gopalakrishnan,All India Anna Dravida Munnetra Kazhagam,1441434,978346,67.90%,197436,20.20%,2014
Mahabubabad,16,ST,Telangana,Prof. Azmeera Seetaram Naik,Telangana Rashtra Samithi,1387343,1124370,81.00%,34992,3.10%,2014
Maharajganj,63,GEN,Uttar Pradesh [2000 Onwards],Pankaj,Bharatiya Janta Party,1743131,1056078,60.60%,240458,22.80%,2014
Maharajganj,19,GEN,Bihar [2000 Onwards],Janardan Singh Sigriwal,Bharatiya Janta Party,1644524,846654,51.50%,38415,4.50%,2014
Mahasamund,9,GEN,Chhattisgarh,Chandu Lal Sahu (CHANDU BHAIYA),Bharatiya Janta Party,1515747,1131209,74.60%,1217,0.10%,2014
Mahbubnagar,11,GEN,Telangana,Ap Jithender Reddy,Telangana Rashtra Samithi,1418672,1014800,71.50%,2590,0.30%,2014
Mahesana,4,GEN,Gujarat,Patel Jayshreeben Kanubhai,Bharatiya Janta Party,1498219,1004258,67.00%,208891,20.80%,2014
Mainpuri,21,GEN,Uttar Pradesh [2000 Onwards],Mulayam Singh Yadav,Samajwadi Party,1653065,999265,60.50%,364666,36.50%,2014
Malappuram,6,GEN,Kerala,E. Ahamed,Indian Union Muslim League,1198444,853467,71.20%,194739,22.80%,2014
Maldaha Dakshin,8,GEN,West Bengal,Abu Hasem Khan Chowdhury,Indian National Congress,1347143,1092407,81.10%,164111,15.00%,2014
Maldaha Uttar,7,GEN,West Bengal,Mausam Noor,Indian National Congress,1425428,1162985,81.60%,65705,5.60%,2014
Malkajgiri,7,GEN,Telangana,Ch.Malla Reddy,Telugu Desam,3183325,1620397,50.90%,28371,1.80%,2014
Mandi,2,GEN,Himachal Pradesh,Ram Swaroop Sharma,Bharatiya Janta Party,1150408,726094,63.10%,39856,5.50%,2014
Mandla,14,ST,Madhya Pradesh [2000 Onwards],Faggan Singh Kulaste,Bharatiya Janta Party,1824424,1218518,66.80%,110469,9.10%,2014
Mandsour,23,GEN,Madhya Pradesh [2000 Onwards],Sudhir Gupta,Bharatiya Janta Party,1626571,1161349,71.40%,303649,26.10%,2014
Mandya,20,GEN,Karnataka,C.S.Puttaraju,Janata Dal (Secular),1669262,1192638,71.50%,5518,0.50%,2014
Mangaldoi,8,GEN,Assam,Ramen Deka,Bharatiya Janta Party,1515676,1233237,81.40%,22884,1.90%,2014
Mathura,17,GEN,Uttar Pradesh [2000 Onwards],Hema Malini,Bharatiya Janta Party,1682260,1076868,64.00%,330743,30.70%,2014
Mathurapur,20,SC,West Bengal,Choudhury Mohan Jatua,All India Trinamool Congress,1488784,1265531,85.00%,138436,10.90%,2014
Maval,33,GEN,Maharashtra,Appa Alias Shrirang Chandu Barne,Shiv Sena,1953741,1174335,60.10%,157397,13.40%,2014
Mavelikara,16,SC,Kerala,Kodikunnil Suresh,Indian National Congress,1252668,889060,71.00%,32737,3.70%,2014
Mayiladuthurai,28,GEN,Tamil Nadu,Bharathi Mohan R.K,All India Anna Dravida Munnetra Kazhagam,1350318,1025538,76.00%,277050,27.00%,2014
Mayurbhanj,5,ST,Orissa,Rama Chandra Hansdah,Biju Janata Dal,1327555,1053399,79.40%,122866,11.70%,2014
Medak,6,GEN,Telangana,Kalvakuntla Chandrasekhar Rao,Telangana Rashtra Samithi,1536715,1191096,77.50%,397029,33.30%,2014
Medinipur,34,GEN,West Bengal,Sandhya Roy,All India Trinamool Congress,1499673,1260032,84.00%,184666,14.70%,2014
Meerut,10,GEN,Uttar Pradesh [2000 Onwards],Rajendra Agarwal,Bharatiya Janta Party,1764388,1113384,63.10%,232326,20.90%,2014
Mirzapur,79,GEN,Uttar Pradesh [2000 Onwards],Anupriya Singh Patel,Apna Dal,1720661,1007627,58.60%,219079,21.70%,2014
Misrikh,32,SC,Uttar Pradesh [2000 Onwards],Anju Bala,Bharatiya Janta Party,1725585,998314,57.90%,87363,8.80%,2014
Mizoram,1,ST,Mizoram,C. L. Ruala,Indian National Congress,702170,433201,61.70%,6154,1.40%,2014
Mohanlalganj,34,SC,Uttar Pradesh [2000 Onwards],Kaushal Kishore,Bharatiya Janta Party,1838194,1116588,60.70%,145416,13.00%,2014
Moradabad,6,GEN,Uttar Pradesh [2000 Onwards],Kunwer Sarvesh Kumar,Bharatiya Janta Party,1772046,1127965,63.70%,87504,7.80%,2014
Morena,1,GEN,Madhya Pradesh [2000 Onwards],Anoop Mishra,Bharatiya Janta Party,1702492,854279,50.20%,132981,15.60%,2014
Mumbai North,26,GEN,Maharashtra,Gopal Chinayya Shetty,Bharatiya Janta Party,1783870,946562,53.10%,446582,47.20%,2014
Mumbai North Central,29,GEN,Maharashtra,Poonam Mahajan Alias Poonam Vajendla Rao,Bharatiya Janta Party,1738894,845292,48.60%,186771,22.10%,2014
Mumbai North East,28,GEN,Maharashtra,Kirit Somaiya,Bharatiya Janta Party,1668357,861761,51.70%,317122,36.80%,2014
Mumbai North West,27,GEN,Maharashtra,Gajanan Chandrakant Kirtikar,Shiv Sena,1775428,895517,50.40%,183028,20.40%,2014
Mumbai South,31,GEN,Maharashtra,Arvind Sawant,Shiv Sena,1485846,780715,52.50%,128148,16.40%,2014
Mumbai South Central,30,GEN,Maharashtra,Rahul Ramesh Shewale,Shiv Sena,1447885,769060,53.10%,138342,18.00%,2014
Munger,28,GEN,Bihar [2000 Onwards],Veena Devi,Lok Jan Shakti Party,1696546,914350,53.90%,109084,11.90%,2014
Murshidabad,11,GEN,West Bengal,Badaruddoza Khan,Communist Party Of India (MARXIST),1512098,1287763,85.20%,18453,1.40%,2014
Muzaffarnagar,3,GEN,Uttar Pradesh [2000 Onwards],(DR.) SANJEEV KUMAR BALYAN,Bharatiya Janta Party,1588483,1107434,69.70%,401150,36.20%,2014
Muzaffarpur,15,GEN,Bihar [2000 Onwards],Ajay Nishad,Bharatiya Janta Party,1551363,948887,61.20%,222422,23.40%,2014
Mysore,21,GEN,Karnataka,Prathap Simha,Bharatiya Janta Party,1723134,1159594,67.30%,31608,2.70%,2014
Nabarangpur,12,ST,Orissa,Balabhadra Majhi,Biju Janata Dal,1297210,1022172,78.80%,2042,0.20%,2014
Nagaland,1,ST,Nagaland,Neiphiu Rio,Naga Peoples Front,1182948,1038910,87.80%,400225,38.50%,2014
Nagapattinam,29,SC,Tamil Nadu,Gopal. Dr. K,All India Anna Dravida Munnetra Kazhagam,1210626,942202,77.80%,106079,11.30%,2014
Nagarkurnool,12,SC,Telangana,Yellaiah Nandi,Indian National Congress,1477338,1108968,75.10%,16676,1.50%,2014
Nagaur,14,GEN,Rajasthan,C R Choudhary,Bharatiya Janta Party,1678662,1004019,59.80%,75218,7.50%,2014
Nagina,5,SC,Uttar Pradesh [2000 Onwards],Yashwant Singh,Bharatiya Janta Party,1493411,942196,63.10%,92390,9.80%,2014
Nagpur,10,GEN,Maharashtra,Gadkari Nitin Jairam,Bharatiya Janta Party,1900787,1085058,57.10%,284828,26.30%,2014
Nainital-Udhamsingh Nagar,4,GEN,Uttarakhand,Bhagat Singh Koshyari,Bharatiya Janta Party,1610810,1101435,68.40%,284717,25.80%,2014
Nalanda,29,GEN,Bihar [2000 Onwards],Kaushlendra Kumar,Janata Dal (United),1951967,921761,47.20%,9627,1.00%,2014
Nalgonda,13,GEN,Telangana,Gutha Sukhender Reddy,Indian National Congress,1495580,1189399,79.50%,193156,16.20%,2014
Namakkal,16,GEN,Tamil Nadu,Sundaram P.R,All India Anna Dravida Munnetra Kazhagam,1329552,1058755,79.60%,294374,27.80%,2014
Nanded,16,GEN,Maharashtra,Ashok Shankarrao Chavan,Indian National Congress,1687057,1013350,60.10%,81455,8.00%,2014
Nandurbar,1,ST,Maharashtra,Dr.Gavit Heena Vaijaykumar,Bharatiya Janta Party,1672715,1116676,66.80%,106905,9.60%,2014
Nandyal,34,GEN,Andhra Pradesh [2014 Onwards],S.P.Y Reddy,Yuvajana Sramika Rythu Congress Party,1577128,1204956,76.40%,105766,8.80%,2014
Narasaraopet,31,GEN,Andhra Pradesh [2014 Onwards],Sambasiva Rao Rayapati,Telugu Desam,1514861,1282058,84.60%,35280,2.80%,2014
Narsapuram,26,GEN,Andhra Pradesh [2014 Onwards],Gokaraju Ganga Raju,Bharatiya Janta Party,1325143,1088951,82.20%,85351,7.80%,2014
Nashik,21,GEN,Maharashtra,Godse Hemant Tukaram,Shiv Sena,1593237,937405,58.80%,187336,20.00%,2014
Navsari,25,GEN,Gujarat,C. R. Patil,Bharatiya Janta Party,1764622,1160747,65.80%,558116,48.10%,2014
Nawada,39,GEN,Bihar [2000 Onwards],Giriraj Singh,Bharatiya Janta Party,1675789,884441,52.80%,140157,15.80%,2014
Nellore,39,GEN,Andhra Pradesh [2014 Onwards],Mekapati Rajamohan Reddy,Yuvajana Sramika Rythu Congress Party,1606140,1187648,73.90%,13478,1.10%,2014
New Delhi,4,GEN,Delhi [1977 Onwards],Meenakashi Lekhi,Bharatiya Janta Party,1490147,969812,65.10%,162708,16.80%,2014
Nilgiris,19,SC,Tamil Nadu,Gopalakrishnan C.,All India Anna Dravida Munnetra Kazhagam,1269163,933076,73.50%,104940,11.20%,2014
Nizamabad,4,GEN,Telangana,Kalvakuntla Kavitha,Telangana Rashtra Samithi,1496193,1033924,69.10%,167184,16.20%,2014
North East Delhi,2,GEN,Delhi [1977 Onwards],Manoj Tiwari,Bharatiya Janta Party,1957707,1317338,67.30%,144084,10.90%,2014
North Goa,1,GEN,Goa,Shripad Yesso Naik,Bharatiya Janta Party,515441,406631,78.90%,105599,26.00%,2014
North West Delhi,5,SC,Delhi [1977 Onwards],Udit Raj,Bharatiya Janta Party,2194425,1356036,61.80%,106802,7.90%,2014
Nowgong,10,GEN,Assam,Rajen Gohain,Bharatiya Janta Party,1523881,1230074,80.70%,143559,11.70%,2014
Ongole,33,GEN,Andhra Pradesh [2014 Onwards],Y.V.Subba Reddy,Yuvajana Sramika Rythu Congress Party,1470483,1208225,82.20%,15658,1.30%,2014
Osmanabad,40,GEN,Maharashtra,Gaikwad Ravindra Vishwanath,Shiv Sena,1726793,1118151,64.80%,234325,21.00%,2014
Outer Manipur,2,ST,Manipur,Thangso Baite,Indian National Congress,918966,771766,84.00%,15637,2.00%,2014
Palakkad,8,GEN,Kerala,M B Rajesh,Communist Party Of India (MARXIST),1208758,910322,75.30%,105300,11.60%,2014
Palamau,13,SC,Jharkhand,Vishnu Dayal Ram,Bharatiya Janta Party,1645957,977323,59.40%,263942,27.00%,2014
Palghar,22,ST,Maharashtra,Adv. Chintaman Navasha Wanga,Bharatiya Janta Party,1578077,992618,62.90%,239520,24.10%,2014
Pali,15,GEN,Rajasthan,P P Choudhary,Bharatiya Janta Party,1893030,1095587,57.90%,399039,36.40%,2014
Panchmahal,18,GEN,Gujarat,Chauhan Prabhatsinh Pratapsinh,Bharatiya Janta Party,1576667,933461,59.20%,170596,18.30%,2014
Parbhani,17,GEN,Maharashtra,Jadhav Sanjay (BANDU) HARIBHAU,Shiv Sena,1803792,1162233,64.40%,127155,10.90%,2014
Paschim Champaran,2,GEN,Bihar [2000 Onwards],Dr. Sanjay Jaiswal,Bharatiya Janta Party,1413073,854800,60.50%,110254,12.90%,2014
